code,name,registered,voters,blanks,nulls,boycotts,PS,PPD/PSD,B.E.,CDS-PP,MEP,MPT,PCTP/MRPP,MMS,P.H.,P.N.R.,PCP-PEV,POUS,PPM,PPD/PSD.CDS-PP,PTP,PND,L,MAS,PAN,PDA,PNR,PPV
70606,São Cristóvão,540,275,4,8,0,48,0,8,0,0,5,10,0,0,0,131,0,1,54,0,1,5,0,0,0,0,0
170320,Oura,674,180,5,8,0,50,0,4,0,0,8,1,0,0,0,7,4,1,80,6,4,1,0,1,0,0,0
121004,São Salvador da Aramenha,1204,359,20,2,0,118,0,9,0,0,26,4,0,0,0,43,0,2,122,0,1,6,1,2,1,1,1
130144,União das freguesias de Figueiró (Santiago e Santa Cristina),3915,1113,29,19,0,343,0,35,0,0,105,13,0,0,0,33,2,11,481,8,11,10,4,7,1,1,0
131101,Abragão,2241,566,13,14,0,210,0,8,0,0,18,7,0,0,0,12,1,2,254,2,9,7,3,1,1,3,1
110410,Vilar,1575,567,40,21,0,149,0,15,0,0,40,3,0,0,0,33,1,5,224,1,6,7,1,11,2,5,3
181706,Mioma,1258,237,11,4,0,69,0,4,0,0,19,0,0,0,0,2,0,2,117,0,2,4,0,3,0,0,0
30738,União das freguesias de Agrela e Serafão,1309,481,23,6,0,212,0,13,0,0,34,8,0,0,0,16,0,3,140,1,10,5,1,1,0,5,3
91419,Vila Nova de Foz Côa,3478,1100,38,35,0,435,0,22,0,0,78,8,0,0,0,64,0,5,386,2,4,9,3,5,1,3,2
30876,União das freguesias de Airão Santa Maria, Airão São João e Vermil,3368,1599,77,33,0,523,0,43,0,0,87,21,0,0,0,107,2,9,634,11,7,20,4,8,2,6,5
130530,União das freguesias de Lustosa e Barrosas (Santo Estêvão),4774,1465,31,25,0,601,0,62,0,0,122,13,0,0,0,110,1,12,408,12,21,16,2,18,1,5,5
61614,Tábua,2852,775,45,31,0,246,0,32,0,0,67,13,0,0,0,64,3,4,232,6,6,12,2,9,0,1,2
40124,União das freguesias de Gebelim e Soeima,420,150,11,6,0,66,0,1,0,0,4,1,0,0,0,4,0,0,53,1,1,0,1,0,0,0,1
100604,Carvalhal Benfeito,1147,369,17,12,0,50,0,6,0,0,16,4,0,0,0,7,0,0,238,2,6,5,2,4,0,0,0
31230,Pedome,2064,780,42,20,0,325,0,28,0,0,50,10,0,0,0,90,0,5,182,2,2,7,2,6,2,4,3
11507,Válega,6089,1725,86,39,0,591,0,69,0,0,128,37,0,0,0,135,3,10,524,12,19,18,26,10,2,12,4
160411,Longos Vales,1117,247,10,5,0,81,0,4,0,0,16,0,0,0,0,3,1,2,113,0,6,1,0,4,0,1,0
170607,Covelo do Gerês,200,90,2,1,0,49,0,1,0,0,1,1,0,0,0,0,0,0,30,3,1,0,0,0,0,0,1
10123,União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão,1502,471,41,13,0,134,0,8,0,0,19,2,0,0,0,7,2,2,229,0,5,4,2,2,0,1,0
30737,União das freguesias de Aboim, Felgueiras, Gontim e Pedraído,1033,325,6,6,0,143,0,1,0,0,10,3,0,0,0,17,1,3,113,4,5,1,3,4,1,3,1
60515,Bom Sucesso,2171,418,31,15,0,154,0,17,0,0,30,11,0,0,0,37,0,0,107,5,1,7,2,1,0,0,0
41226,Tuizelo,493,82,3,2,0,25,0,3,0,0,1,1,0,0,0,6,0,1,32,2,2,2,0,1,0,1,0
90918,União das freguesias de Prova e Casteição,408,140,10,6,0,49,0,3,0,0,5,1,0,0,0,4,0,2,55,1,2,0,0,1,1,0,0
131133,Recezinhos (São Martinho),1624,617,21,20,0,223,0,19,0,0,41,7,0,0,0,17,2,2,232,4,7,12,1,5,0,1,3
70910,União das freguesias de São Bartolomeu do Outeiro e Oriola,793,308,9,9,0,153,0,8,0,0,13,11,0,0,0,87,0,2,12,0,0,0,3,1,0,0,0
120715,União das freguesias de Terrugem e Vila Boim,2154,808,35,20,0,335,0,29,0,0,48,27,0,0,0,147,0,2,127,4,5,9,6,9,1,2,2
40704,Alvites,310,48,0,0,0,11,0,1,0,0,5,2,0,0,0,5,1,0,22,0,1,0,0,0,0,0,0
131636,União das freguesias de Touguinha e Touguinhó,2898,923,39,22,0,275,0,36,0,0,71,13,0,0,0,52,2,11,340,10,3,20,6,14,3,4,2
91033,Vale do Côa,267,120,2,1,0,14,0,1,0,0,1,0,0,0,0,5,0,0,87,0,5,1,1,0,1,1,0
101605,Calvaria de Cima,2051,627,33,26,0,193,0,30,0,0,46,6,0,0,0,43,0,2,204,6,9,14,0,11,2,1,1
70605,Santiago do Escoural,1145,588,7,8,0,129,0,12,0,0,10,15,0,0,0,339,0,0,48,2,4,6,1,4,2,1,0
161018,União das freguesias de Reboreda e Nogueira,971,282,13,13,0,102,0,8,0,0,25,1,0,0,0,19,0,1,89,0,2,7,0,1,1,0,0
170218,Ardãos e Bobadela,904,317,20,8,0,79,0,3,0,0,7,2,0,0,0,10,1,3,167,3,8,2,1,0,1,1,1
10933,União das freguesias de Canedo, Vale e Vila Maior,9010,2328,108,67,0,615,0,94,0,0,169,40,0,0,0,92,4,11,996,27,21,26,8,32,3,7,8
91216,Santiago,1127,384,28,16,0,115,0,7,0,0,20,4,0,0,0,23,0,2,154,2,2,4,2,2,1,2,0
150903,Cercal,3039,1085,32,20,0,351,0,37,0,0,37,41,0,0,0,429,1,2,99,6,7,7,1,7,1,5,2
80503,Santa Bárbara de Nexe,3071,963,41,16,0,244,0,53,0,0,72,30,0,0,0,246,1,3,199,7,9,20,4,11,1,4,2
120309,União das freguesias de Alcórrego e Maranhão,408,230,3,1,0,24,0,1,0,0,2,3,0,0,0,180,0,0,12,0,0,0,0,2,1,1,0
420405,Povoação,2055,538,38,10,0,324,0,12,0,0,20,1,0,0,0,14,0,2,96,3,3,3,0,5,5,2,0
141821,União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais,16556,5637,315,182,0,1674,0,317,0,0,544,82,0,0,0,572,5,21,1589,26,41,135,12,79,6,25,12
170627,Santo André,317,79,4,0,0,50,0,0,0,0,1,2,0,0,0,1,0,0,18,0,2,0,0,1,0,0,0
170643,União das freguesias de Vilar de Perdizes e Meixide,860,206,7,8,0,89,0,3,0,0,8,0,0,0,0,2,2,0,83,0,1,1,0,0,0,1,1
60707,União das freguesias de Foz de Arouce e Casal de Ermio,1227,418,34,10,0,142,0,17,0,0,42,5,0,0,0,13,0,1,134,3,1,6,1,8,0,1,0
101405,Serra d' El-Rei,1247,393,26,10,0,145,0,13,0,0,19,9,0,0,0,62,0,1,79,2,5,6,1,11,0,2,2
151102,Sesimbra (Santiago),5173,1711,36,38,0,519,0,101,0,0,116,53,0,0,0,461,1,8,270,13,11,30,8,29,2,8,7
130812,União das freguesias de Matosinhos e Leça da Palmeira,43746,17302,747,418,0,6020,0,989,0,0,1469,229,0,0,0,1734,14,88,4446,47,84,506,33,347,29,62,40
50401,Alcaide,624,239,7,13,0,102,0,10,0,0,20,7,0,0,0,32,2,2,27,10,1,5,1,0,0,0,0
30510,Fervença,1208,362,20,7,0,46,0,4,0,0,33,7,0,0,0,21,1,2,201,5,5,3,0,2,0,2,3
40230,Pinela,338,94,3,0,0,37,0,3,0,0,3,1,0,0,0,0,0,0,36,0,7,1,2,1,0,0,0
91144,União das freguesias de Ruvina, Ruivós e Vale das Éguas,326,131,5,3,0,30,0,6,0,0,5,0,0,0,0,2,0,0,72,3,0,2,2,1,0,0,0
150105,São Martinho,406,244,1,1,0,54,0,1,0,0,0,7,0,0,0,176,0,0,3,0,0,1,0,0,0,0,0
181102,Castelo de Penalva,1012,281,9,9,0,74,0,2,0,0,15,3,0,0,0,17,0,3,135,2,3,2,2,3,2,0,0
30334,Pedralva,1145,375,14,6,0,131,0,9,0,0,9,7,0,0,0,23,1,0,146,2,11,6,3,4,0,2,1
20401,Barrancos,1420,414,14,11,0,144,0,6,0,0,21,10,0,0,0,138,0,1,57,1,1,3,0,4,0,3,0
40312,Pereiros,268,117,6,5,0,44,0,3,0,0,7,0,0,0,0,7,0,1,40,2,0,1,0,0,0,0,1
50601,Álvaro,224,103,5,3,0,12,0,1,0,0,1,2,0,0,0,5,0,2,69,1,2,0,0,0,0,0,0
60111,Piódão,184,69,0,2,0,26,0,0,0,0,2,0,0,0,0,4,0,0,26,3,0,0,0,5,1,0,0
160925,Outeiro,1246,457,66,18,0,106,0,12,0,0,44,12,0,0,0,22,1,6,127,5,12,8,5,9,0,1,3
420502,Fenais da Ajuda,1000,175,7,10,0,55,0,6,0,0,3,2,0,0,0,4,1,2,74,1,5,1,1,0,0,1,2
120104,Cunheira,310,162,5,9,0,89,0,2,0,0,0,2,0,0,0,25,0,0,22,1,1,1,2,2,0,1,0
460102,Lajes do Pico,1671,409,35,3,0,168,0,10,0,0,25,6,0,0,0,16,0,6,115,2,3,11,2,0,7,0,0
30821,Gondar,2502,1087,19,37,0,407,0,34,0,0,83,30,0,0,0,270,0,1,179,5,2,4,2,8,1,4,1
30295,União das freguesias de Carreira e Fonte Coberta,1823,614,49,12,0,215,0,9,0,0,51,8,0,0,0,39,1,0,205,3,5,3,4,2,2,4,2
160727,Gemieira,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121212,União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão,3152,1098,47,27,0,454,0,28,0,0,49,21,0,0,0,202,0,2,217,4,4,13,5,12,3,6,4
11705,Rocas do Vouga,1746,469,35,4,0,128,0,13,0,0,21,5,0,0,0,17,0,5,215,3,4,10,5,3,0,1,0
61102,Alvoco das Várzeas,272,141,8,1,0,81,0,1,0,0,6,4,0,0,0,5,0,1,32,0,1,0,0,0,1,0,0
30205,Airó,863,401,16,10,0,122,0,10,0,0,30,5,0,0,0,15,0,6,165,3,3,3,5,5,2,1,0
50706,Benquerença,587,171,3,10,0,88,0,4,0,0,10,3,0,0,0,2,1,0,43,3,0,1,0,0,1,2,0
420311,Mosteiros,1086,184,7,4,0,77,0,6,0,0,1,1,0,0,0,8,1,2,69,4,0,1,1,1,0,1,0
30401,Abadim,547,281,9,5,0,166,0,5,0,0,11,3,0,0,0,16,1,0,54,2,1,5,0,2,0,0,1
50335,União das freguesias de Covilhã e Canhoso,17580,6295,233,214,0,2559,0,317,0,0,572,108,0,0,0,858,5,21,1092,24,29,118,14,78,4,26,23
171227,Vales,370,95,1,1,0,24,0,0,0,0,2,0,0,0,0,3,0,0,59,1,0,0,0,1,0,0,3
181814,Quintela,341,135,5,5,0,28,0,0,0,0,8,0,0,0,0,1,0,1,80,2,0,1,0,1,0,1,2
31350,Prado (São Miguel),725,188,10,5,0,39,0,1,0,0,7,3,0,0,0,2,0,3,113,2,2,0,1,0,0,0,0
91012,Lamegal,313,125,7,10,0,28,0,2,0,0,2,2,0,0,0,4,0,1,60,1,2,4,0,1,0,1,0
30743,União das freguesias de Monte e Queimadela,1311,601,39,17,0,179,0,29,0,0,23,8,0,0,0,14,0,18,230,9,7,6,4,12,1,2,3
140909,União das freguesias de Coruche, Fajarda e Erra,10255,3250,115,62,0,1226,0,134,0,0,200,64,0,0,0,710,4,16,574,14,12,53,13,30,5,12,6
90723,Maçainhas,1090,463,11,17,0,213,0,22,0,0,29,13,0,0,0,41,0,3,90,4,6,4,1,4,3,0,2
10423,União das freguesias de Canelas e Espiunca,1078,301,9,9,0,64,0,4,0,0,19,4,0,0,0,6,0,2,164,8,0,0,2,3,2,1,4
30120,Bouro (Santa Marta),573,199,13,9,0,43,0,1,0,0,15,0,0,0,0,6,0,1,102,0,2,3,0,1,2,1,0
20904,Mértola,2501,1078,45,22,0,394,0,37,0,0,37,24,0,0,0,401,0,1,78,5,2,15,5,4,2,5,1
160421,Pinheiros,329,116,11,0,0,25,0,1,0,0,19,1,0,0,0,1,0,2,52,0,1,1,0,1,0,1,0
131709,Madalena,8790,3501,161,123,0,1198,0,164,0,0,352,68,0,0,0,430,4,19,762,21,16,60,14,83,3,19,4
90802,Manteigas (Santa Maria),1558,429,16,15,0,186,0,17,0,0,21,9,0,0,0,35,1,3,114,1,1,7,1,2,0,0,0
181203,Castainço,194,78,2,2,0,32,0,5,0,0,7,3,0,0,0,1,0,0,22,0,1,1,0,1,0,1,0
10112,Macinhata do Vouga,3105,828,40,23,0,267,0,25,0,0,59,13,0,0,0,53,2,4,304,7,8,4,4,6,2,6,1
310905,São Roque do Faial,671,307,4,15,0,71,0,3,0,0,15,5,0,0,0,15,2,2,127,22,7,5,5,4,2,1,2
90747,Valhelhas,449,163,8,7,0,63,0,9,0,0,14,8,0,0,0,14,0,3,24,1,1,4,2,4,0,1,0
182411,Ventosa,777,248,21,8,0,117,0,9,0,0,10,6,0,0,0,6,3,1,57,1,5,1,1,2,0,0,0
160161,União das freguesias de São Jorge e Ermelo,1121,217,6,8,0,62,0,0,0,0,13,2,0,0,0,5,1,3,106,2,5,0,1,2,0,1,0
130902,Carvalhosa,3797,1183,47,32,0,348,0,23,0,0,96,17,0,0,0,43,1,3,494,16,14,17,4,15,2,8,3
131121,Oldrões,1638,578,26,21,0,184,0,6,0,0,58,7,0,0,0,28,0,5,209,6,7,9,4,3,0,2,3
120504,São João Baptista,681,264,14,12,0,105,0,12,0,0,11,5,0,0,0,24,2,1,65,3,2,2,1,4,0,1,0
81305,São Bartolomeu de Messines,7051,2186,129,69,0,640,0,102,0,0,124,108,0,0,0,527,2,15,339,9,17,30,15,37,1,14,8
460101,Calheta de Nesquim,347,90,16,1,0,41,0,4,0,0,1,1,0,0,0,0,0,1,20,1,0,0,2,2,0,0,0
141606,Almoster,1547,578,15,21,0,222,0,22,0,0,22,14,0,0,0,135,1,4,102,1,3,4,2,4,0,4,2
31235,Ribeirão,7568,3042,180,87,0,886,0,90,0,0,204,48,0,0,0,115,6,19,1271,9,19,46,6,25,6,16,9
30836,Pinheiro,1058,459,24,7,0,198,0,10,0,0,36,4,0,0,0,40,0,3,95,5,5,12,7,6,1,2,4
150701,Canha,1315,409,9,11,0,178,0,9,0,0,25,5,0,0,0,70,0,0,91,1,0,2,1,3,0,3,1
171317,Sabroso de Aguiar,849,237,7,1,0,124,0,1,0,0,6,7,0,0,0,8,1,1,70,2,4,1,1,1,0,2,0
91219,Sazes da Beira,316,105,8,3,0,36,0,1,0,0,11,1,0,0,0,1,1,1,42,0,0,0,0,0,0,0,0
90509,Maceira,265,141,3,5,0,71,0,1,0,0,3,0,0,0,0,4,1,1,47,2,0,1,0,2,0,0,0
41009,Roios,172,70,3,8,0,28,0,1,0,0,5,2,0,0,0,5,0,1,13,0,1,1,0,2,0,0,0
150505,Carvalhal,1098,388,19,6,0,120,0,16,0,0,15,14,0,0,0,140,0,1,38,2,0,6,0,5,3,3,0
40905,Carviçais,862,290,4,8,0,96,0,5,0,0,14,5,0,0,0,6,0,1,139,1,4,1,1,1,0,2,2
170641,União das freguesias de Venda Nova e Pondras,584,193,7,2,0,90,0,1,0,0,10,0,0,0,0,6,0,1,69,1,4,0,0,1,0,0,1
31111,Parada do Bouro,591,176,4,3,0,77,0,4,0,0,7,0,0,0,0,2,0,0,71,1,3,2,0,1,0,0,1
80805,Quarteira,17930,3664,146,97,0,1031,0,212,0,0,274,64,0,0,0,310,4,16,1247,24,37,70,14,81,5,19,13
180903,Nelas,4261,1213,89,45,0,386,0,58,0,0,124,12,0,0,0,50,1,8,381,8,13,8,5,11,1,7,6
141817,União das freguesias de Além da Ribeira e Pedreira,1320,502,26,13,0,201,0,13,0,0,35,11,0,0,0,47,0,6,126,6,6,3,2,3,0,3,1
121308,União das freguesias de Ponte de Sor, Tramaga e Vale de Açor,9669,3006,141,95,0,1137,0,173,0,0,173,58,0,0,0,579,0,10,515,15,9,44,7,25,2,15,8
90708,Avelãs da Ribeira,194,82,6,3,0,33,0,2,0,0,10,1,0,0,0,6,0,0,14,0,0,1,1,5,0,0,0
160818,União das freguesias de Gondomil e Safins,569,147,5,3,0,26,0,3,0,0,19,1,0,0,0,6,0,1,75,4,1,1,0,1,0,1,0
60311,Ceira,3469,1055,52,35,0,314,0,60,0,0,99,27,0,0,0,167,2,2,241,6,2,16,6,14,1,6,5
50519,União das freguesias de Monfortinho e Salvaterra do Extremo,716,300,4,18,0,135,0,4,0,0,18,5,0,0,0,11,0,2,92,0,3,3,0,4,0,0,1
181208,Póvoa de Penela,383,93,3,7,0,40,0,2,0,0,4,1,0,0,0,3,1,0,26,1,1,2,0,1,0,1,0
40822,Vale da Madre,173,72,5,1,0,24,0,0,0,0,1,0,0,0,0,5,0,3,29,2,1,1,0,0,0,0,0
181908,Longa,354,80,3,4,0,14,0,0,0,0,3,0,0,0,0,2,0,1,50,0,2,0,0,0,1,0,0
130123,Mancelos,3116,955,24,23,0,428,0,17,0,0,61,9,0,0,0,15,2,9,325,7,7,11,5,7,1,3,1
111201,Santo Quintino,3033,913,25,24,0,294,0,29,0,0,48,18,0,0,0,260,1,7,155,7,6,23,1,6,3,4,2
60104,Benfeita,387,169,6,3,0,46,0,2,0,0,3,1,0,0,0,3,0,0,98,0,4,2,0,1,0,0,0
160211,Lanhelas,998,368,26,10,0,107,0,20,0,0,37,2,0,0,0,16,0,2,125,2,4,3,2,4,2,3,3
160619,Sampriz,506,118,3,3,0,39,0,2,0,0,3,1,0,0,0,4,1,2,53,2,1,3,0,0,0,0,1
180408,Moimenta,378,150,1,4,0,65,0,1,0,0,14,6,0,0,0,6,0,2,48,0,0,1,1,1,0,0,0
81501,Barão de São Miguel,270,128,6,2,0,43,0,9,0,0,12,2,0,0,0,23,2,0,24,0,0,4,0,1,0,0,0
30914,Geraz do Minho,527,224,13,4,0,88,0,11,0,0,18,0,0,0,0,6,0,0,71,3,1,4,1,3,1,0,0
170334,São Vicente,335,139,6,0,0,37,0,2,0,0,2,1,0,0,0,2,0,1,84,1,1,1,1,0,0,0,0
100902,Arrabal,2509,977,88,29,0,159,0,27,0,0,65,8,0,0,0,36,1,6,478,7,10,26,6,12,4,7,8
160125,Padroso,330,102,0,2,0,29,0,1,0,0,3,0,0,0,0,2,0,2,61,0,1,0,1,0,0,0,0
170210,Dornelas,606,165,3,3,0,55,0,0,0,0,0,5,0,0,0,35,0,3,58,1,0,0,0,1,0,1,0
91110,Bendada,634,236,6,4,0,123,0,4,0,0,15,1,0,0,0,6,0,1,67,1,1,3,1,2,0,1,0
182105,Castelões,1591,445,23,15,0,93,0,12,0,0,28,4,0,0,0,23,0,2,229,1,6,4,1,1,0,2,1
100609,Salir de Matos,2321,686,39,18,0,176,0,26,0,0,56,9,0,0,0,35,3,3,269,6,5,15,2,14,0,6,4
50903,Castelo,1001,351,17,16,0,114,0,7,0,0,35,8,0,0,0,8,2,1,128,0,1,4,4,3,1,0,2
160142,Jolda (São Paio),406,139,4,2,0,57,0,0,0,0,4,2,0,0,0,3,0,0,60,2,1,1,1,2,0,0,0
30235,Fragoso,1942,493,34,14,0,174,0,14,0,0,16,10,0,0,0,18,1,2,190,2,5,4,2,3,0,4,0
30201,Abade de Neiva,1738,715,27,24,0,210,0,14,0,0,68,6,0,0,0,27,0,4,283,2,6,20,11,7,0,2,4
50913,Troviscal,898,290,16,23,0,73,0,8,0,0,7,2,0,0,0,0,0,1,151,4,2,0,3,0,0,0,0
171437,União das freguesias de São Tomé do Castelo e Justes,1565,481,22,18,0,101,0,18,0,0,23,3,0,0,0,21,2,7,240,3,7,5,2,3,1,1,4
140608,Vale da Pedra,1498,566,13,26,0,183,0,27,0,0,37,20,0,0,0,140,0,9,75,7,1,7,3,8,1,5,4
110607,Beato,11452,4748,133,135,0,1757,0,266,0,0,273,81,0,0,0,819,6,24,882,26,26,155,9,96,11,30,19
20702,Faro do Alentejo,484,203,2,5,0,69,0,1,0,0,3,4,0,0,0,108,0,0,5,1,0,2,1,2,0,0,0
160144,Senharei,405,99,4,1,0,23,0,1,0,0,6,1,0,0,0,2,1,0,51,0,1,2,1,0,0,3,2
120801,Cabeço de Vide,856,336,9,2,0,147,0,11,0,0,8,6,0,0,0,64,0,7,66,2,2,2,2,7,0,1,0
170344,Vilar de Nantes,1915,463,28,14,0,156,0,22,0,0,27,5,0,0,0,29,0,2,158,5,5,5,1,2,1,2,1
310302,Monte,6390,2161,35,148,0,490,0,69,0,0,222,50,0,0,0,174,8,31,516,130,76,48,11,97,20,21,15
161003,Cornes,475,139,12,3,0,57,0,1,0,0,9,2,0,0,0,7,0,0,40,1,3,1,1,2,0,0,0
140604,Pontével,3936,1283,47,30,0,520,0,74,0,0,76,38,0,0,0,237,0,14,158,4,7,25,6,32,1,13,1
141604,Alcanede,4154,1397,75,55,0,355,0,39,0,0,85,17,0,0,0,72,0,6,616,12,10,21,9,9,4,6,6
40812,Penas Roias,455,122,3,4,0,53,0,3,0,0,5,1,0,0,0,3,0,0,49,0,1,0,0,0,0,0,0
90614,Ribamondego,337,116,0,5,0,29,0,3,0,0,4,2,0,0,0,4,0,0,65,1,0,2,0,1,0,0,0
61512,Vinha da Rainha,1465,392,26,6,0,164,0,17,0,0,38,2,0,0,0,21,1,0,91,2,1,10,3,6,0,3,1
30827,Longos,1482,458,22,2,0,168,0,4,0,0,32,9,0,0,0,38,0,5,158,3,4,8,0,3,0,2,0
160742,Santa Comba,536,270,25,5,0,86,0,6,0,0,29,4,0,0,0,14,1,0,79,6,2,3,1,6,0,2,1
130617,Pedrouços,10068,4129,167,129,0,1386,0,248,0,0,330,77,0,0,0,584,8,20,937,15,20,73,10,99,1,12,13
41242,União das freguesias de Travanca e Santa Cruz,162,85,4,1,0,44,0,1,0,0,1,0,0,0,0,1,0,0,30,1,0,1,1,0,0,0,0
160435,União das freguesias de Ceivães e Badim,792,203,8,5,0,109,0,7,0,0,15,0,0,0,0,9,0,0,45,1,0,1,1,1,0,1,0
10502,Cacia,6345,2113,154,79,0,585,0,119,0,0,233,40,0,0,0,182,5,14,572,12,14,45,13,24,4,10,8
171106,Medrões,537,188,10,3,0,84,0,1,0,0,13,3,0,0,0,7,0,1,62,0,0,3,1,0,0,0,0
150107,União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana,7732,2954,63,53,0,980,0,110,0,0,109,83,0,0,0,1185,2,12,284,5,6,23,3,22,4,10,0
170107,Favaios,1114,354,7,12,0,155,0,8,0,0,32,3,0,0,0,16,0,0,109,1,3,3,3,0,0,2,0
80903,Monchique,4067,1844,75,58,0,623,0,85,0,0,88,75,0,0,0,259,2,12,450,7,13,34,9,30,8,8,8
61103,Avô,482,171,10,3,0,66,0,3,0,0,12,0,0,0,0,3,0,1,69,2,0,0,0,0,1,1,0
310903,Santana,3549,1052,20,59,0,218,0,29,0,0,109,18,0,0,0,25,9,5,357,103,23,24,9,27,5,3,9
420510,Ribeira Grande (Matriz),3489,448,19,18,0,189,0,29,0,0,23,10,0,0,0,17,1,2,94,5,1,15,1,8,16,0,0
100122,União das freguesias de Coz, Alpedriz e Montes,2905,1003,66,33,0,379,0,29,0,0,58,20,0,0,0,84,2,7,257,13,6,25,0,13,1,7,3
31118,Tabuaças,941,309,19,6,0,94,0,9,0,0,12,2,0,0,0,17,0,1,134,3,5,1,0,4,0,0,2
170353,Planalto de Monforte (União das freguesias de Oucidres e Bobadela),457,111,1,2,0,24,0,1,0,0,2,2,0,0,0,7,0,0,67,1,2,1,0,1,0,0,0
110707,Loures,23139,9199,398,343,0,2501,0,464,0,0,560,175,0,0,0,2071,3,35,1937,52,44,256,34,214,11,76,25
170113,Santa Eugénia,394,179,1,9,0,83,0,0,0,0,6,1,0,0,0,3,0,0,74,0,0,0,1,0,0,1,0
11502,Cortegaça,3380,1356,62,42,0,503,0,52,0,0,104,27,0,0,0,98,0,3,392,7,12,19,5,22,0,7,1
91209,Pinhanços,702,234,11,12,0,66,0,3,0,0,19,1,0,0,0,4,0,2,111,0,3,1,0,1,0,0,0
