code,name,registered,voters,blanks,nulls,boycotts,PS,PPD/PSD,B.E.,CDS-PP,MEP,MPT,PCTP/MRPP,MMS,P.H.,P.N.R.,PCP-PEV,POUS,PPM,PPD/PSD.CDS-PP,PTP,PND,L,MAS,PAN,PDA,PNR,PPV
111608,União das freguesias de Pontinha e Famões,29075,10840,350,408,0,3944,0,584,0,0,732,251,0,0,0,1726,17,66,1963,61,83,254,44,229,17,74,37
50512,Rosmaninhal,645,158,3,5,0,97,0,4,0,0,3,2,0,0,0,7,0,4,33,0,0,0,0,0,0,0,0
11301,Carregosa,3116,1211,83,49,0,280,0,37,0,0,112,23,0,0,0,48,1,12,474,17,8,17,8,27,1,7,7
131728,União das freguesias de Pedroso e Seixezelo,17832,6593,328,196,0,2398,0,293,0,0,600,128,0,0,0,585,4,41,1616,48,40,118,22,129,8,22,17
121001,Beirã,422,151,3,2,0,81,0,4,0,0,13,5,0,0,0,12,0,1,29,0,0,0,0,0,1,0,0
110730,União das freguesias de Santo António dos Cavaleiros e Frielas,23956,8086,331,261,0,2451,0,507,0,0,547,134,0,0,0,1628,9,59,1458,31,41,257,50,211,16,70,25
91312,Moreira de Rei,601,166,3,11,0,97,0,1,0,0,3,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,1
40801,Azinhoso,397,143,3,5,0,53,0,1,0,0,8,1,0,0,0,1,0,0,64,1,2,0,1,2,0,1,0
180601,Abrunhosa-a-Velha,541,127,15,9,0,42,0,1,0,0,9,1,0,0,0,2,0,3,39,0,0,0,1,2,1,2,0
11204,Torreira,2634,626,40,16,0,128,0,16,0,0,53,15,0,0,0,50,2,4,264,5,5,6,4,10,0,7,1
140212,União das freguesias de Malhou, Louriceira e Espinheiro,1709,608,27,16,0,230,0,23,0,0,45,13,0,0,0,94,1,2,119,8,2,13,6,4,1,1,3
11710,União das freguesias de Cedrim e Paradela,1471,459,33,18,0,87,0,14,0,0,48,5,0,0,0,22,0,5,214,2,4,2,1,1,0,1,2
180708,Castelo,331,80,1,1,0,24,0,2,0,0,2,0,0,0,0,3,0,2,33,1,2,4,1,2,0,0,2
420206,Salga,507,111,6,3,0,64,0,8,0,0,3,2,0,0,0,5,0,0,18,1,0,0,0,1,0,0,0
60804,Praia de Mira,3288,745,35,14,0,325,0,25,0,0,63,11,0,0,0,30,1,3,208,3,3,10,3,7,1,3,0
320101,Porto Santo,5680,1599,43,89,0,619,0,46,0,0,105,30,0,0,0,36,0,7,434,107,17,17,12,22,3,5,7
70103,Santiago Maior,2000,894,13,8,0,321,0,18,0,0,14,25,0,0,0,420,0,1,55,2,2,7,3,4,0,1,0
181615,Serrazes,1027,312,10,10,0,131,0,6,0,0,19,5,0,0,0,13,0,1,100,3,6,1,2,4,0,1,0
20506,Nossa Senhora das Neves,1526,595,9,11,0,218,0,27,0,0,17,30,0,0,0,236,1,0,33,0,1,3,1,6,0,2,0
130919,Sanfins Lamoso Codessos,4809,1290,81,23,0,414,0,35,0,0,92,15,0,0,0,33,0,10,522,13,16,18,4,9,2,2,1
130324,Sendim,1495,495,10,10,0,150,0,17,0,0,43,8,0,0,0,20,1,3,203,7,5,7,2,6,1,1,1
142121,União das freguesias de Matas e Cercal,1831,753,68,36,0,62,0,13,0,0,35,4,0,0,0,11,0,4,464,5,11,5,4,7,0,2,22
181606,Figueiredo de Alva,976,266,16,13,0,91,0,10,0,0,17,5,0,0,0,7,0,2,93,3,5,2,1,0,0,0,1
130619,Cidade da Maia,33845,14271,772,463,0,3969,0,915,0,0,1461,207,0,0,0,1298,9,82,4011,67,83,384,57,371,16,57,49
91205,Girabolhos,450,106,3,2,0,29,0,5,0,0,0,0,0,0,0,0,0,1,60,0,0,2,1,0,0,3,0
140802,Montalvo,1081,436,25,10,0,182,0,10,0,0,27,14,0,0,0,90,0,1,56,5,2,5,1,3,0,3,2
40322,União das freguesias de Castanheiro do Norte e Ribalonga,562,204,19,3,0,43,0,8,0,0,19,2,0,0,0,2,0,2,97,2,3,0,1,2,0,0,1
101608,Mira de Aire,3409,1195,43,45,0,380,0,61,0,0,110,15,0,0,0,77,2,7,361,10,15,27,4,24,0,7,7
30349,Braga (São Vicente),10998,4039,199,119,0,1125,0,224,0,0,348,68,0,0,0,578,3,16,1110,10,15,102,27,56,4,14,21
80104,Ferreiras,4957,1313,60,52,0,399,0,79,0,0,113,45,0,0,0,161,2,14,259,12,15,28,7,43,1,13,10
160709,Boalhosa,307,61,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
160806,Friestas,582,194,13,5,0,81,0,5,0,0,16,3,0,0,0,20,0,0,44,2,0,2,0,2,1,0,0
480107,Mosteiro,35,14,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0
30319,Gualtar,4574,1936,93,52,0,624,0,81,0,0,160,24,0,0,0,174,1,12,591,10,11,57,11,19,4,5,7
70526,União das freguesias de São Manços e São Vicente do Pigeiro,1108,435,6,9,0,225,0,10,0,0,8,7,0,0,0,108,0,2,45,1,1,4,1,6,0,2,0
160728,Gondufe,455,114,1,0,0,11,0,1,0,0,11,0,0,0,0,4,0,3,78,1,1,2,0,1,0,0,0
160808,Ganfei,1182,380,19,5,0,148,0,3,0,0,28,4,0,0,0,12,0,1,140,2,4,6,2,4,0,2,0
180324,União das freguesias de Mezio e Moura Morta,573,257,25,4,0,54,0,5,0,0,12,3,0,0,0,7,1,1,129,5,2,3,3,2,1,0,0
40224,Mós,268,45,0,0,0,17,0,0,0,0,2,2,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
50318,São Jorge da Beira,756,234,8,6,0,119,0,6,0,0,13,2,0,0,0,19,0,0,55,0,1,1,1,3,0,0,0
110501,Alcabideche,32699,10303,444,332,0,2985,0,516,0,0,679,181,0,0,0,1192,9,44,3056,48,65,280,39,264,11,94,64
40517,Lamalonga,461,109,2,7,0,26,0,0,0,0,0,1,0,0,0,0,0,0,68,0,2,0,1,0,0,2,0
61003,Carapinheira,2561,563,26,14,0,221,0,26,0,0,41,15,0,0,0,72,1,7,120,2,3,7,3,3,0,1,1
101101,Famalicão,1472,522,46,25,0,182,0,25,0,0,39,12,0,0,0,31,0,0,139,4,2,6,1,6,0,1,3
60606,União das freguesias de Cadafaz e Colmeal,364,115,3,6,0,52,0,2,0,0,7,2,0,0,0,3,0,0,35,1,1,1,0,0,0,1,1
70208,União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro,833,465,12,7,0,102,0,5,0,0,4,16,0,0,0,276,0,2,28,0,0,7,1,1,0,4,0
131022,Vandoma,1990,774,24,23,0,261,0,40,0,0,54,11,0,0,0,40,2,3,269,8,7,7,4,13,1,4,3
90403,Castelo Rodrigo,182,75,2,1,0,39,0,1,0,0,3,0,0,0,0,1,0,2,23,0,0,2,0,0,1,0,0
180511,Lazarim,521,199,9,14,0,56,0,9,0,0,3,5,0,0,0,7,0,1,87,3,2,0,1,1,0,0,1
130117,Gondar,1654,553,24,5,0,280,0,9,0,0,78,1,0,0,0,15,1,3,119,3,2,7,1,3,0,2,0
130739,Sande e São Lourenço,2534,604,32,13,0,104,0,14,0,0,68,10,0,0,0,17,3,2,308,5,10,3,2,3,3,5,2
40620,União das freguesias de Sendim e Atenor,1505,440,25,17,0,167,0,15,0,0,25,4,0,0,0,17,0,0,150,7,4,4,0,2,0,1,2
90901,Aveloso,269,54,6,1,0,15,0,1,0,0,5,0,0,0,0,0,0,0,23,0,0,0,1,2,0,0,0
111102,Algueirão-Mem Martins,52494,16090,694,591,0,4658,0,1128,0,0,1266,320,0,0,0,2644,18,84,3233,90,94,480,62,492,20,134,82
131729,União das freguesias de Sandim, Olival, Lever e Crestuma,15439,6348,319,240,0,2191,0,224,0,0,409,101,0,0,0,417,9,32,2063,45,40,85,26,86,11,29,21
90234,União das freguesias de Leomil, Mido, Senouras e Aldeia Nova,309,106,6,1,0,42,0,3,0,0,3,1,0,0,0,2,2,0,41,2,1,0,0,1,1,0,0
130529,União das freguesias de Figueiras e Covas,1714,604,26,10,0,180,0,12,0,0,40,8,0,0,0,26,2,5,259,2,9,15,2,2,2,4,0
171320,União das freguesias de Pensalvos e Parada de Monteiros,586,174,3,2,0,75,0,2,0,0,8,5,0,0,0,22,1,0,52,0,0,3,1,0,0,0,0
11310,Ossela,1817,655,18,23,0,181,0,13,0,0,47,4,0,0,0,25,1,4,296,10,7,9,2,11,1,2,1
160218,Vilar de Mouros,756,302,26,10,0,97,0,15,0,0,12,13,0,0,0,67,0,1,41,1,2,10,0,4,0,2,1
110203,Cardosas,636,255,17,8,0,76,0,10,0,0,23,2,0,0,0,56,0,3,41,2,2,8,2,3,0,0,2
31004,Carvalheira,401,169,6,2,0,45,0,0,0,0,15,1,0,0,0,7,1,2,86,0,2,1,0,1,0,0,0
30729,Silvares (São Martinho),1282,553,11,9,0,235,0,5,0,0,43,3,0,0,0,29,2,5,187,4,2,6,4,7,0,1,0
30708,Estorãos,1934,580,26,14,0,263,0,14,0,0,60,11,0,0,0,39,1,5,120,3,9,6,4,2,1,2,0
31316,Freiriz,1074,324,26,10,0,29,0,4,0,0,15,2,0,0,0,11,0,2,210,2,6,3,0,2,2,0,0
141633,União das freguesias de Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau),25416,8703,440,279,0,2622,0,513,0,0,705,121,0,0,0,1093,5,52,2268,52,46,212,39,169,11,46,30
131730,União das freguesias de Santa Marinha e São Pedro da Afurada,30005,11594,461,350,0,4048,0,734,0,0,1003,209,0,0,0,1518,11,52,2469,53,49,272,35,254,14,27,35
110621,Marvila,35405,11591,287,372,0,4578,0,696,0,0,656,332,0,0,0,2153,15,78,1535,108,62,296,48,221,19,85,50
171017,União de freguesias de São Martinho de Anta e Paradela de Guiães,1206,358,16,17,0,166,0,5,0,0,20,6,0,0,0,11,1,4,93,2,4,3,5,1,0,2,2
30837,Polvoreira,3291,1292,60,22,0,616,0,44,0,0,96,27,0,0,0,112,6,6,240,12,9,18,4,3,0,10,7
111317,Turcifal,2647,920,41,24,0,345,0,47,0,0,69,17,0,0,0,129,2,4,178,7,5,15,2,17,4,9,5
30502,Arnóia,1625,587,33,16,0,223,0,13,0,0,48,9,0,0,0,23,2,4,177,7,7,13,3,3,2,1,3
141616,Póvoa da Isenta,871,307,5,6,0,93,0,11,0,0,26,5,0,0,0,90,0,2,50,2,2,8,0,4,0,2,1
170217,Alturas do Barroso e Cerdedo,787,234,3,6,0,69,0,0,0,0,8,2,0,0,0,7,0,0,136,0,2,0,0,1,0,0,0
131136,Valpedre,1254,583,14,11,0,132,0,11,0,0,46,7,0,0,0,20,1,10,296,5,11,7,2,4,1,3,2
110729,União das freguesias de Santo Antão e São Julião do Tojal,6432,2773,78,80,0,901,0,103,0,0,139,67,0,0,0,886,3,4,350,8,14,53,11,46,3,22,5
60513,Vila Verde,2670,938,31,25,0,346,0,44,0,0,93,24,0,0,0,227,0,4,106,5,3,19,3,4,1,2,1
130301,Aião,673,231,11,4,0,57,0,3,0,0,19,2,0,0,0,8,1,3,109,1,2,5,2,0,1,2,1
171206,Canaveses,306,93,5,3,0,20,0,0,0,0,1,2,0,0,0,3,0,0,55,1,2,0,0,1,0,0,0
31213,Delães,3732,1468,66,32,0,679,0,55,0,0,132,35,0,0,0,124,1,9,271,11,8,16,5,11,1,9,3
30404,Basto,856,270,6,11,0,116,0,2,0,0,12,1,0,0,0,6,1,2,106,1,1,1,0,3,0,1,0
171414,Lordelo,2615,771,20,41,0,285,0,24,0,0,66,11,0,0,0,62,1,2,195,4,6,23,3,12,0,2,14
141818,União das freguesias de Casais e Alviobeira,2722,929,50,62,0,298,0,29,0,0,75,16,0,0,0,59,2,6,299,4,7,13,4,5,0,0,0
181803,Chosendo,382,127,5,0,0,29,0,2,0,0,5,1,0,0,0,5,1,1,75,0,3,0,0,0,0,0,0
420202,Achadinha,482,161,4,4,0,94,0,3,0,0,6,1,0,0,0,7,0,0,34,0,4,0,0,1,2,0,1
100925,Bajouca,1912,910,63,38,0,60,0,18,0,0,35,3,0,0,0,13,1,5,619,4,6,18,3,16,2,1,5
21120,São Salvador e Santa Maria,2697,1094,33,18,0,331,0,42,0,0,59,49,0,0,0,343,0,6,156,8,5,17,2,16,0,7,2
30234,Fornelos,695,275,13,7,0,63,0,6,0,0,25,6,0,0,0,7,0,1,134,0,4,4,2,1,2,0,0
430110,Posto Santo,921,201,25,3,0,85,0,7,0,0,10,3,0,0,0,5,0,0,50,1,3,5,1,2,1,0,0
50230,União das freguesias de Ninho do Açor e Sobral do Campo,822,331,9,15,0,174,0,8,0,0,13,3,0,0,0,11,0,4,79,1,3,6,1,3,0,0,1
170109,Pinhão,665,232,21,7,0,88,0,3,0,0,5,6,0,0,0,44,0,0,54,0,2,1,0,1,0,0,0
50419,Lavacolhos,272,99,4,0,0,49,0,5,0,0,11,2,0,0,0,10,1,0,14,0,0,0,0,2,0,1,0
142113,Seiça,1928,626,42,41,0,202,0,19,0,0,60,9,0,0,0,37,1,3,184,3,5,10,2,2,1,2,3
160755,Bárrio e Cepões,925,296,10,8,0,81,0,7,0,0,26,8,0,0,0,23,0,2,121,3,2,3,1,1,0,0,0
131434,União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede),6038,2378,120,47,0,1089,0,61,0,0,187,41,0,0,0,199,2,14,505,9,20,32,6,25,6,9,6
160726,Gandra,1142,359,24,6,0,79,0,8,0,0,22,4,0,0,0,17,0,2,176,5,1,4,1,6,2,2,0
90914,Rabaçal,325,74,3,2,0,16,0,1,0,0,2,0,0,0,0,1,0,1,47,0,0,0,0,1,0,0,0
160901,Afife,1586,651,41,21,0,158,0,25,0,0,74,17,0,0,0,112,4,2,156,2,6,15,1,10,0,4,3
142115,Nossa Senhora da Piedade,6282,2034,140,79,0,520,0,85,0,0,161,29,0,0,0,137,1,5,731,9,20,63,4,28,6,10,6
60706,Gândaras,1145,379,24,19,0,198,0,9,0,0,13,4,0,0,0,13,0,0,85,1,2,2,1,5,2,0,1
60704,Serpins,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10304,Avelãs de Caminho,1209,369,35,8,0,87,0,14,0,0,40,3,0,0,0,13,0,1,149,5,2,3,1,6,0,0,2
302FD,União das freguesias de Sequeade e Bastuço (São João e Santo Estevão),1781,623,29,15,0,228,0,15,0,0,51,9,0,0,0,28,2,5,211,3,6,5,3,10,0,3,0
181103,Esmolfe,526,187,11,11,0,60,0,1,0,0,10,5,0,0,0,5,0,1,77,0,1,1,0,3,0,0,1
420210,São Pedro de Nordestinho,281,91,7,6,0,48,0,3,0,0,3,0,0,0,0,2,0,1,18,0,2,0,0,1,0,0,0
171426,Torgueda,1711,550,19,20,0,205,0,11,0,0,25,7,0,0,0,13,1,2,199,5,19,3,3,8,1,0,9
420402,Faial da Terra,426,106,14,3,0,62,0,1,0,0,3,0,0,0,0,1,0,0,20,1,1,0,0,0,0,0,0
170906,Santa Marinha,987,172,8,2,0,122,0,0,0,0,8,0,0,0,0,9,0,0,19,0,1,1,0,0,0,2,0
61125,União das freguesias de Penalva de Alva e São Sebastião da Feira,1085,432,30,17,0,175,0,9,0,0,22,4,0,0,0,13,1,5,139,3,2,7,0,3,0,0,2
70905,Portel,2269,971,30,10,0,459,0,35,0,0,29,11,0,0,0,288,0,1,78,3,1,16,1,4,2,1,2
181801,Arnas,307,90,2,1,0,39,0,1,0,0,1,1,0,0,0,0,1,2,38,1,2,0,1,0,0,0,0
101302,Pedrógão Grande,2206,674,36,14,0,163,0,24,0,0,90,4,0,0,0,19,1,7,288,2,6,4,3,8,1,3,1
61016,União das freguesias de Montemor-o-Velho e Gatões,3085,860,59,17,0,321,0,55,0,0,79,15,0,0,0,113,2,6,143,3,6,18,4,13,2,1,3
181704,Ferreira de Aves,2908,652,8,26,0,155,0,4,0,0,43,6,0,0,0,6,1,3,366,1,10,6,2,5,6,0,4
180527,União das freguesias de Cepões, Meijinhos e Melcões,1094,436,11,24,0,101,0,10,0,0,17,6,0,0,0,18,0,3,222,4,6,3,2,3,2,2,2
140302,Benfica do Ribatejo,2708,815,19,9,0,436,0,18,0,0,31,28,0,0,0,169,0,1,82,6,3,5,0,6,1,1,0
420104,Santa Cruz,3085,476,20,20,0,209,0,23,0,0,36,7,0,0,0,19,2,7,109,0,4,6,3,5,5,1,0
60121,União das freguesias de Côja e Barril de Alva,1587,639,37,21,0,273,0,24,0,0,44,5,0,0,0,31,2,2,171,2,3,6,2,9,2,4,1
141814,Sabacheira,973,321,6,6,0,148,0,8,0,0,18,3,0,0,0,20,2,4,89,2,2,3,3,4,0,1,2
70607,Ciborro,656,305,20,6,0,142,0,14,0,0,9,5,0,0,0,79,0,3,20,0,0,1,1,3,1,1,0
30503,Borba de Montanha,1228,358,11,5,0,43,0,2,0,0,14,5,0,0,0,10,0,3,243,3,7,4,1,5,1,0,1
460202,Candelária,796,216,18,4,0,84,0,4,0,0,10,1,0,0,0,8,0,1,76,0,0,0,2,5,3,0,0
30890,União das freguesias de Souto Santa Maria, Souto São Salvador e Gondomar,2284,670,35,12,0,269,0,14,0,0,46,13,0,0,0,31,3,3,211,9,4,5,2,9,0,2,2
111323,União das freguesias de Carvoeira e Carmões,2085,799,22,26,0,239,0,33,0,0,55,27,0,0,0,190,0,5,156,5,3,10,5,12,3,5,3
160623,Vade (São Pedro),352,101,1,2,0,36,0,1,0,0,3,0,0,0,0,0,0,0,55,2,0,0,0,1,0,0,0
40821,Urrós,411,135,8,2,0,41,0,1,0,0,3,1,0,0,0,2,0,3,69,1,1,0,0,0,3,0,0
160747,Rebordões (Souto),1132,355,21,8,0,49,0,6,0,0,15,4,0,0,0,8,0,1,223,5,3,3,2,3,0,2,2
80402,Castro Marim,2854,893,32,25,0,377,0,58,0,0,50,14,0,0,0,112,2,3,181,1,6,10,5,12,1,3,1
130319,Revinhade,593,284,12,7,0,134,0,7,0,0,15,4,0,0,0,9,0,6,78,2,6,1,1,1,0,1,0
90722,João Antão,183,86,3,1,0,30,0,4,0,0,1,2,0,0,0,4,1,2,32,0,1,0,0,3,0,0,2
171002,Covas do Douro,498,206,8,10,0,83,0,1,0,0,12,2,0,0,0,12,0,2,65,2,1,4,0,2,1,0,1
131132,Recezinhos (São Mamede),1359,438,9,8,0,223,0,13,0,0,30,7,0,0,0,15,1,2,118,2,3,1,2,3,0,1,0
180327,União das freguesias de Reriz e Gafanhão,843,229,9,4,0,127,0,4,0,0,7,1,0,0,0,11,0,1,57,0,2,0,0,2,1,2,1
141415,União das freguesias de Azambujeira e Malaqueijo,741,279,17,15,0,103,0,8,0,0,15,1,0,0,0,21,0,0,83,3,2,6,1,1,0,0,3
470111,Praia do Norte,222,124,15,2,0,33,0,0,0,0,4,1,0,0,0,2,0,2,63,0,0,0,1,0,1,0,0
420325,Ponta Delgada (Santa Clara),2868,547,36,17,0,216,0,28,0,0,47,4,0,0,0,28,0,2,131,1,5,9,3,12,7,1,0
180412,Santiago de Piães,1612,325,7,9,0,122,0,7,0,0,30,4,0,0,0,10,0,1,117,4,5,4,2,2,1,0,0
160405,Barroças e Taias,374,88,3,0,0,15,0,3,0,0,9,1,0,0,0,2,0,1,51,0,0,2,0,0,0,1,0
160941,União das freguesias de Barroselas e Carvoeiro,5014,1558,120,44,0,446,0,61,0,0,147,15,0,0,0,80,1,7,545,10,21,23,6,22,1,3,6
181318,União das freguesias de Freigil e Miomães,666,297,2,7,0,183,0,8,0,0,12,3,0,0,0,9,0,6,62,2,0,1,1,1,0,0,0
100116,Vimeiro,1701,743,39,31,0,94,0,8,0,0,20,7,0,0,0,29,1,4,474,5,7,10,0,8,1,2,3
30108,Dornelas,566,171,15,4,0,43,0,5,0,0,12,2,0,0,0,3,1,1,79,2,0,2,1,1,0,0,0
100934,União das freguesias de Marrazes e Barosa,20341,6159,444,206,0,1680,0,397,0,0,480,89,0,0,0,552,7,33,1714,44,75,188,23,163,11,24,29
60320,São João do Campo,1867,505,23,12,0,204,0,16,0,0,33,8,0,0,0,110,0,4,75,1,6,4,3,3,0,1,2
30739,União das freguesias de Antime e Silvares (São Clemente),1982,767,27,19,0,359,0,22,0,0,42,13,0,0,0,91,1,5,158,5,4,10,3,4,1,3,0
430207,Praia da Vitória (Santa Cruz),6283,994,80,28,0,422,0,38,0,0,58,12,0,0,0,29,1,7,266,2,6,17,3,10,7,5,3
90203,Almeida,1217,379,21,19,0,106,0,8,0,0,36,6,0,0,0,46,0,2,112,3,5,6,2,5,0,2,0
30709,Fafe,14893,5450,278,146,0,1961,0,191,0,0,460,98,0,0,0,471,7,28,1549,30,29,92,10,55,8,24,13
80707,União das freguesias de Bensafrim e Barão de São João,1801,606,27,11,0,225,0,35,0,0,37,18,0,0,0,111,0,5,94,5,7,11,4,11,1,2,2
61510,Tapéus,357,125,11,2,0,48,0,10,0,0,3,2,0,0,0,5,0,0,42,2,0,0,0,0,0,0,0
60119,União das freguesias de Cepos e Teixeira,258,107,1,1,0,51,0,2,0,0,5,3,0,0,0,2,0,0,38,0,3,0,0,1,0,0,0
181509,Soutelo do Douro,431,201,3,6,0,84,0,4,0,0,7,4,0,0,0,6,1,0,78,1,3,0,0,3,1,0,0
31003,Campo do Gerês,165,65,3,2,0,19,0,0,0,0,10,0,0,0,0,7,0,0,20,0,0,3,0,0,0,0,1
100937,União das freguesias de Parceiros e Azoia,6007,2261,190,109,0,574,0,143,0,0,171,35,0,0,0,134,3,13,727,16,11,53,11,49,3,12,7
90213,Malhada Sorda,399,79,9,2,0,19,0,3,0,0,1,2,0,0,0,7,0,2,30,1,1,0,0,1,0,1,0
120201,Assunção,1635,651,35,22,0,246,0,9,0,0,29,8,0,0,0,86,0,6,195,1,4,1,3,3,2,1,0
110728,União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela,36760,16318,620,509,0,5295,0,663,0,0,984,313,0,0,0,4589,15,72,2316,85,66,304,59,296,16,83,33
30277,Tamel (São Veríssimo),2699,1074,49,18,0,395,0,68,0,0,111,10,0,0,0,45,1,6,335,5,6,14,3,4,0,1,3
120302,Aldeia Velha,247,140,2,4,0,25,0,5,0,0,4,2,0,0,0,78,0,1,17,0,1,0,0,1,0,0,0
160322,União das freguesias de Prado e Remoães,610,193,12,3,0,97,0,3,0,0,19,0,0,0,0,4,0,0,47,1,1,2,1,1,0,1,1
182310,Cota,1462,393,28,11,0,90,0,3,0,0,11,2,0,0,0,9,1,0,208,4,11,2,1,7,0,2,3
131630,Vilar de Pinheiro,2158,958,51,33,0,360,0,24,0,0,78,11,0,0,0,54,1,2,289,3,10,17,4,13,1,5,2
151006,Fernão Ferro,13572,5325,180,200,0,1611,0,329,0,0,413,95,0,0,0,1099,8,32,973,43,30,108,23,104,8,35,34
100617,União das freguesias das Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório,15876,5267,307,173,0,1434,0,253,0,0,404,62,0,0,0,470,4,26,1726,20,36,180,20,98,6,21,27
180723,União das freguesias de Peva e Segões,759,220,9,2,0,49,0,4,0,0,8,1,0,0,0,3,1,0,133,2,4,1,0,2,0,0,1
182132,União das freguesias de Tondela e Nandufe,4644,1641,129,75,0,453,0,75,0,0,96,15,0,0,0,126,1,7,582,8,8,23,3,28,4,4,4
10901,Argoncilhe,7515,2965,145,108,0,977,0,123,0,0,248,41,0,0,0,130,5,12,997,18,27,54,15,37,10,10,8
10908,Fornos,2972,999,51,33,0,328,0,44,0,0,98,16,0,0,0,67,1,9,295,9,7,22,4,7,1,5,2
161016,União das freguesias de Campos e Vila Meã,1447,436,26,15,0,149,0,14,0,0,41,4,0,0,0,21,1,5,144,1,5,2,5,2,0,1,0
121402,Alegrete,1525,407,19,15,0,170,0,10,0,0,13,1,0,0,0,29,0,2,136,0,4,3,3,0,0,1,1
171234,Sonim e Barreiros,590,210,7,14,0,39,0,4,0,0,6,1,0,0,0,7,0,2,115,2,3,2,0,3,0,1,4
131604,Azurara,1822,735,39,12,0,243,0,47,0,0,71,14,0,0,0,109,0,2,149,3,9,17,4,12,1,2,1
30930,União das freguesias de Águas Santas e Moure,649,245,5,5,0,140,0,2,0,0,15,1,0,0,0,6,1,0,63,0,1,1,2,1,1,1,0
180104,Cimbres,284,93,3,1,0,22,0,0,0,0,6,0,0,0,0,2,1,1,55,1,0,0,0,0,0,1,0
160611,Lavradas,1003,260,9,3,0,69,0,4,0,0,10,3,0,0,0,7,0,1,144,5,1,1,0,1,0,1,1
40742,União das freguesias de Freixeda e Vila Verde,206,70,2,4,0,10,0,1,0,0,1,2,0,0,0,5,0,0,40,0,4,0,1,0,0,0,0
182109,Lajeosa,1967,482,21,18,0,134,0,12,0,0,27,1,0,0,0,15,0,3,234,1,3,5,1,6,0,1,0
11503,Esmoriz,10587,3874,212,152,0,1291,0,179,0,0,378,67,0,0,0,265,11,27,1094,24,35,54,10,53,3,9,10
30868,Silvares,2074,832,37,16,0,303,0,23,0,0,60,4,0,0,0,62,0,6,289,5,10,6,3,4,0,0,4
30742,União das freguesias de Freitas e Vila Cova,947,310,5,7,0,144,0,13,0,0,19,6,0,0,0,14,2,2,81,4,2,5,2,3,0,1,0
181804,Cunha,402,125,0,1,0,22,0,2,0,0,2,0,0,0,0,2,0,0,88,0,4,1,0,0,0,1,2
111311,Ramalhal,2873,1109,65,46,0,364,0,46,0,0,88,27,0,0,0,120,1,11,258,9,4,32,8,18,1,7,4
160746,Serdedelo,507,196,10,9,0,34,0,2,0,0,2,2,0,0,0,6,0,1,115,3,4,3,1,2,0,1,1
30508,Codeçoso,442,202,9,0,0,56,0,10,0,0,15,4,0,0,0,6,0,0,90,2,1,5,1,1,0,2,0
140301,Almeirim,10729,3441,179,103,0,1244,0,178,0,0,232,63,0,0,0,511,4,20,726,22,13,66,10,32,8,18,12
160301,Alvaredo,615,139,11,8,0,63,0,2,0,0,12,0,0,0,0,4,0,1,35,1,0,1,0,0,0,1,0
130145,União das freguesias de Freixo de Cima e de Baixo,3439,1150,55,25,0,417,0,19,0,0,174,8,0,0,0,22,0,4,386,4,11,10,3,4,2,3,3
70909,União das freguesias de Amieira e Alqueva,661,311,3,10,0,113,0,4,0,0,3,9,0,0,0,156,0,1,7,1,2,1,0,1,0,0,0
160401,Abedim,269,75,8,1,0,22,0,0,0,0,1,1,0,0,0,0,0,0,39,2,0,0,1,0,0,0,0
130735,Livração,1876,843,12,19,0,426,0,21,0,0,65,11,0,0,0,151,0,0,113,5,2,8,1,7,0,2,0
80301,Aljezur,2293,675,20,27,0,229,0,31,0,0,57,11,0,0,0,108,1,4,137,7,1,11,6,17,2,3,3
182011,União das freguesias de Gouviães e Ucanha,838,275,11,5,0,80,0,9,0,0,10,6,0,0,0,30,1,0,112,2,3,2,1,2,0,0,1
170361,Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras),2135,637,35,16,0,204,0,24,0,0,31,7,0,0,0,19,0,2,262,3,10,9,2,3,2,4,4
101102,Nazaré,10133,2318,70,50,0,982,0,149,0,0,185,44,0,0,0,294,1,10,430,11,8,34,11,30,1,5,3
70402,Glória,450,176,3,2,0,81,0,7,0,0,11,3,0,0,0,42,1,1,20,0,1,1,1,0,0,2,0
170636,União das freguesias de Cambeses do Rio, Donões e Mourilhe,635,147,7,5,0,74,0,1,0,0,6,0,0,0,0,1,0,0,45,3,1,2,1,0,0,0,1
70702,Cabeção,1058,406,11,5,0,93,0,7,0,0,11,10,0,0,0,229,0,0,27,0,0,5,1,5,0,1,1
40612,Póvoa,223,74,3,4,0,11,0,3,0,0,10,0,0,0,0,1,0,0,37,0,3,0,1,1,0,0,0
